pmid	doi	publisher_family	followup_status	journal	title
9066107	10.1111/j.1574-6968.1997.tb10263.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	The CS6 colonization factor of human enterotoxigenic Escherichia coli contains two heterologous major subunits.
9215582	10.1111/j.1574-695X.1997.tb01022.x	Wiley	abstract_only_with_pdf_candidate	FEMS immunology and medical microbiology	Molecular analysis of naturally occuring ermC-encoding plasmids in staphylococci isolated from animals with and without previous contact with macrolide/lincosamide antibiotics.
9231418	10.1111/j.1574-6968.1997.tb10436.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	A plasmid-mediated CMY-2 beta-lactamase from an Algerian clinical isolate of Salmonella senftenberg.
9338493	10.1093/jac/40.3.393	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Plasmid-encoded fosfomycin resistance in bacteria isolated from the urinary tract in a multicentre survey.
9372426	10.1093/jac/40.4.561	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Molecular evolution of the tet(M) gene in Gardnerella vaginalis.
9620445		Unclassified	abstract_only_no_fulltext_candidate	Cellular and molecular biology (Noisy-le-Grand, France)	Characterization of OXA-9, a beta-lactamase encoded by the multiresistance transposon Tn1331.
9627953	10.1111/j.1574-6968.1998.tb12999.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Novel metallo beta-lactamase mediated by a Shigella flexneri plasmid.
9631545	10.1111/j.1574-6968.1998.tb13025.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	The Staphylococcus qacH gene product: a new member of the SMR family encoding multidrug resistance.
9742700	10.1111/j.1574-6968.1998.tb13158.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Molecular characterization of the erythromycin resistance plasmid pPV142 from Staphylococcus simulans.
9742701	10.1111/j.1574-6968.1998.tb13159.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Two novel plasmid-mediated cefotaxime-hydrolyzing beta-lactamases (CTX-M-5 and CTX-M-6) from Salmonella typhimurium.
9809423	10.1111/j.1574-6968.1998.tb13232.x	Wiley	abstract_only_with_html_candidate	FEMS microbiology letters	A plasmid that encodes three genes for resistance to macrolide antibiotics in Staphylococcus aureus.
9818739	10.1093/jac/42.4.419	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Transferable class C beta-lactamases in Escherichia coli strains isolated in Greek hospitals and characterization of two enzyme variants (LAT-3 and LAT-4) closely related to Citrobacter freundii AmpC beta-lactamase.
9867793	10.1128/AAC.42.11.3050	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Revised sequence of OtrB (tet347) tetracycline efflux protein from Streptomyces rimosus.
9868767	10.1111/j.1574-6968.1998.tb13323.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterisation of CMY-4, an AmpC-type plasmid-mediated beta-lactamase in a Tunisian clinical isolate of Proteus mirabilis.
9988045	10.1089/mdr.1998.4.271	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Analysis of the mutations involved in fluoroquinolone resistance of in vivo and in vitro mutants of Escherichia coli.
9989337	10.1128/AAC.43.2.434	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Molecular characterization of a ceftazidime-resistant Morganella morganii isolate producing a TEM-10 beta-lactamase.
10077836	10.1111/j.1574-6968.1999.tb13422.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Molecular characterization of a carbapenem-hydrolyzing beta-lactamase from Chryseobacterium (Flavobacterium) indologenes.
10220896	10.1111/j.1574-6968.1999.tb13503.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	The tetAB genes of the Corynebacterium striatum R-plasmid pTP10 encode an ABC transporter and confer tetracycline, oxytetracycline and oxacillin resistance in Corynebacterium glutamicum.
10339826	10.1111/j.1574-6968.1999.tb13586.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	A new chloramphenicol and florfenicol resistance gene flanked by two integron structures in Salmonella typhimurium DT104.
10339831	10.1111/j.1574-6968.1999.tb13593.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterization of the antiseptic-resistance gene qacE delta 1 isolated from clinical and environmental isolates of Vibrio parahaemolyticus and Vibrio cholerae non-O1.
10361706	10.1111/j.1574-6968.1999.tb13598.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterisation of a chloramphenicol acetyltransferase determinant found in the chromosome of Pseudomonas aeruginosa.
10441119	10.1021/bi9908787	ACS	abstract_only_with_pdf_candidate	Biochemistry	Structure of the extended-spectrum class C beta-lactamase of Enterobacter cloacae GC1, a natural mutant with a tandem tripeptide insertion.
10474188	10.1111/j.1574-6968.1999.tb13736.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	The sequence of the non-haemolytic enterotoxin operon from Bacillus cereus.
10479146	10.1086/315030	OUP	abstract_only_with_pdf_candidate	The Journal of infectious diseases	A cluster of VanD vancomycin-resistant Enterococcus faecium: molecular characterization and clinical epidemiology.
10590273	10.1093/jac/44.6.735	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Mechanisms involved in the development of resistance to fluoroquinolones in Escherichia coli isolates.
10689171	10.1111/j.1574-6968.2000.tb08995.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterisation of extended-spectrum beta-lactamases of the SHV family using a combination of PCR-single strand conformational polymorphism (PCR-SSCP) and PCR-restriction fragment length polymorphism (PCR-RFLP).
10799008	10.1128/AAC.44.4.1116-1116.2000	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	An invasive isolate of Neisseria meningitidis showing decreased susceptibility to quinolones.
10913704	10.1111/j.1574-6968.2000.tb09192.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Identification of a truncated, but functionally active tet(H) tetracycline resistance gene in Pasteurella aerogenes and Pasteurella multocida.
10990262	10.1089/107662900419384	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	An integron cassette carrying dfr1 with 90-bp repeat sequences located on the chromosome of trimethoprim-resistant isolates of Campylobacter jejuni.
11023445	10.1128/AAC.44.8.2231-2232.2000	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Linkage of vat(E) and erm(B) in streptogamin-resistant Enterococcus faecium isolates from Europe.
11062187	10.1093/jac/46.5.695	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Aeromonas hydrophila AmpH and CepH beta-lactamases: derepressed expression in mutants of Escherichia coli lacking creB.
11102404	10.1093/jac/46.6.879	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	A TEM-2beta-lactamase encoded on an active Tn1-like transposon in the genome of a clinical isolate of Stenotrophomonas maltophilia.
11157909	10.1093/jac/47.2.207	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Plasmid-mediated and inducible cephalosporinase DHA-2 from Klebsiella pneumoniae.
11179643	10.1111/j.1574-6968.2001.tb10512.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Molecular heterogeneity of bla(VIM-2)-containing integrons from Pseudomonas aeruginosa plasmids encoding the VIM-2 metallo-beta-lactamase.
11179650	10.1111/j.1574-6968.2001.tb10519.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Extension of resistance to cefepime and cefpirome associated to a six amino acid deletion in the H-10 helix of the cephalosporinase of an Enterobacter cloacae clinical isolate.
11184231	10.1128/AAC.44.11.3241-3242.2000	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Detection and characterization of a macrolide 2'-phosphotransferase from a Pseudomonas aeruginosa clinical isolate.
11207718	10.1046/j.1462-2920.1999.00004.x	Wiley	abstract_only_with_pdf_candidate	Environmental microbiology	Evidence for recent intergeneric transfer of a new tetracycline resistance gene, tet(W), isolated from Butyrivibrio fibrisolvens, and the occurrence of tet(O) in ruminal bacteria.
11266422	10.1093/jac/47.4.463	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	SHV-27, a novel cefotaxime-hydrolysing beta-lactamase, identified in Klebsiella pneumoniae isolates from a Brazilian hospital.
11269234	10.1128/AAC.45.2.645-646.2001	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Identification of vat(E-3), a novel gene encoding resistance to quinupristin-dalfopristin in a strain of Enterococcus faecium from a hospital patient in the United Kingdom.
11310803	10.1089/107662901750152783	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Molecular epidemiology and mutations at gyrA and parC genes of ciprofloxacin-resistant Escherichia coli isolates from a Taiwan medical center.
11398110	10.1086/321001	OUP	abstract_only_with_pdf_candidate	The Journal of infectious diseases	Structure and dissemination of a chromosomal insertion element encoding macrolide efflux in Streptococcus pneumoniae.
11470367	10.1111/j.1574-6968.2001.tb10762.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Plasmid-mediated extended-spectrum beta-lactamase (CTX-M-3 like) from India and gene association with insertion sequence ISEcp1.
11679551	10.1093/jac/48.5.627	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	An integron-associated beta-lactamase (IBC-2) from Pseudomonas aeruginosa is a variant of the extended-spectrum beta-lactamase IBC-1.
11679562	10.1093/jac/48.5.717	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	OXA-35 is an OXA-10-related beta-lactamase from Pseudomonas aeruginosa.
11679669	10.1126/science.1063447	Unclassified	abstract_only_with_pdf_candidate	Science (New York, N.Y.)	Comparative genomics of Listeria species.
11807680	10.1086/338786	OUP	abstract_only_with_pdf_candidate	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	Nosocomial spread of the integron-located veb-1-like cassette encoding an extended-pectrum beta-lactamase in Pseudomonas aeruginosa in Thailand.
11815567	10.1093/jac/49.2.269	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of blaCMY-11, an AmpC-type plasmid-mediated beta-lactamase gene in a Korean clinical isolate of Escherichia coli.
11815584	10.1093/jac/49.2.383	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Nucleotide sequence and organization of plasmid pMVSCS1 from Mannheimia varigena: identification of a multiresistance gene cluster.
11864963	10.1093/jac/49.3.573	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Identification of a cassette-borne dfrA7-like gene that shows a 97 bp extension at the 3'-end of the reading frame.
11864966	10.1093/jac/49.3.580	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	In vitro activity of new ketolides against macrolide-susceptible and -resistant Staphylococcus aureus isolates with defined resistance gene status.
11972706	10.1046/j.1365-2672.2002.01612.x	Wiley	abstract_only_with_pdf_candidate	Journal of applied microbiology	Molecular epidemiology of cystic fibrosis-linked Burkholderia cepacia complex isolates from three national referral centres in Ireland.
12002644	10.1089/10766290252913692	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Composite integron array generated by insertion of an ORF341-type integron within a Tn21-like element.
12007800	10.1111/j.1574-6968.2002.tb11126.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Diversity of CTX-M beta-lactamases and their promoter regions from Enterobacteriaceae isolated in three Parisian hospitals.
12019142	10.1128/AAC.46.6.2056-2057.2002	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	The extended-spectrum K1 beta-lactamase from Klebsiella oxytoca SC 10,436 is a member of the bla(OXY-2) family of chromosomal Klebsiella enzymes.
12039894	10.1093/jac/dkf052	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Unusual Salmonella enterica serotype Typhimurium isolate producing CMY-7, SHV-9 and OXA-30 beta-lactamases.
12067380	10.1046/j.1365-2672.2002.01660.x	Wiley	abstract_only_with_pdf_candidate	Journal of applied microbiology	Sequence analysis of the genes encoding for the major virulence factors of Bacillus anthracis vaccine strain 'Carbosap'.
12127496	10.1111/j.1574-6968.2002.tb11293.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	BUT-1: a new member in the chromosomal inducible class C beta-lactamases family from a clinical isolate of Buttiauxella sp.
12205055	10.1093/jac/dkf153	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Genetic characterization of the fusidic acid and cadmium resistance determinants of Staphylococcus aureus plasmid pUB101.
12356787	10.1093/jac/dkf165	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Cloning of the class D beta-lactamase gene from Burkholderia pseudomallei and studies on its expression in ceftazidime-susceptible and -resistant strains.
12384395	10.1128/AAC.46.11.3688-3689.2002	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Phenotype and molecular characterization of the first inhibitor-resistant TEM-derived beta-lactamase identified in Portugal.
12393197	10.1111/j.1574-6968.2002.tb11366.x	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Molecular characterization of bla(IMP-5), a new integron-borne metallo-beta-lactamase gene from an Acinetobacter baumannii nosocomial isolate in Portugal.
12407124	10.1093/jac/dkf193	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of CMY-type beta-lactamases in clinical strains of Proteus mirabilis and Klebsiella pneumoniae isolated in four hospitals in the Paris area.
12493783	10.1093/jac/dkg033	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Fluoroquinolone resistance in Campylobacter species from man and animals: detection of mutations in topoisomerase genes.
12493797	10.1093/jac/dkg040	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Acquired macrolide resistance genes and the 1 bp deletion in the mtrR promoter in Neisseria gonorrhoeae.
12493806	10.1093/jac/dkf253	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Identification of class 1 integrons-associated gene cassettes in Escherichia coli isolated from Varanus spp. in Indonesia.
12493817	10.1093/jac/dkg051	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	An outbreak of a CTX-M-type beta-lactamase-producing Klebsiella pneumoniae: the importance of using cefpodoxime to detect extended-spectrum beta-lactamases.
12523622	10.1089/10766290260469516	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Characterization of an integron carrying a new class D beta-lactamase (OXA-37) in Acinetobacter baumannii.
12523629	10.1089/10766290260469589	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Mechanisms of antibiotic resistance in Escherichia coli isolates obtained from healthy children in Spain.
12529019	10.1034/j.1600-0463.2002.1100909.x	Wiley	abstract_only_with_pdf_candidate	APMIS : acta pathologica, microbiologica, et immunologica Scandinavica	Mutations in gyrA, gyrB, parC, and parE in quinolone-resistant strains of Neisseria gonorrhoeae.
12534469	10.1046/j.1462-2920.2002.00281.x	Wiley	abstract_only_with_pdf_candidate	Environmental microbiology	Analysis of the Pseudomonas aeruginosa oprD gene from clinical and environmental isolates.
12562690	10.1093/jac/dkg069	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Molecular and biochemical characterization of a carbapenem-hydrolysing beta-lactamase from Flavobacterium johnsoniae.
12615874	10.1093/jac/dkg131	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	The vanC-3 vancomycin resistance gene cluster of Enterococcus flavescens CCM 439.
12615876	10.1093/jac/dkg124	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Plasmid-mediated, carbapenem-hydrolysing beta-lactamase, KPC-2, in Klebsiella pneumoniae isolates.
12654733	10.1093/jac/dkg168	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Mutations in gyrA and parC genes in nalidixic acid-resistant Escherichia coli strains from food products, humans and animals.
12654734	10.1093/jac/dkg169	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	An integron cassette encoding erythromycin esterase, ere(A), from Providencia stuartii.
12697645	10.1093/jac/dkg221	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Sequence analysis of cfxA2-like beta-lactamases in Prevotella species.
12716781	10.1093/jac/dkg257	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Molecular analysis of the plasmid-borne aacA/aphD resistance gene region of coagulase-negative staphylococci from chickens.
12746371	10.1093/jac/dkg247	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Genetic linkage of the penicillinase gene, amp, and blrAB, encoding the regulator of beta-lactamase expression in Aeromonas spp.
12775683	10.1093/jac/dkg256	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Effect of D240G substitution in a novel ESBL CTX-M-27.
12820795	10.1089/107662903765826697	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Analysis on distribution and genomic diversity of high-level antiseptic resistance genes qacA and qacB in human clinical isolates of Staphylococcus aureus.
12837741	10.1093/jac/dkg308	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	An RND-type multidrug efflux pump SdeXY from Serratia marcescens.
12888597	10.1093/jac/dkg344	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Partial characterization of a transposon containing the tet(A) determinant in a clinical isolate of Acinetobacter baumannii.
12951335	10.1093/jac/dkg410	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Genetic characterization of a novel metallo-beta-lactamase gene, blaIMP-13, harboured by a novel Tn5051-type transposon disseminating carbapenemase genes in Europe: report from the SENTRY worldwide antimicrobial surveillance programme.
12969288	10.1046/j.1365-2672.2003.02040.x	Wiley	abstract_only_with_pdf_candidate	Journal of applied microbiology	Characterization of blaCMY-10 a novel, plasmid-encoded AmpC-type beta-lactamase gene in a clinical isolate of Enterobacter aerogenes.
14510643	10.1034/j.1600-0463.2003.1110904.x	Wiley	abstract_only_with_pdf_candidate	APMIS : acta pathologica, microbiologica, et immunologica Scandinavica	Patterns of mutations in target genes in septicemia isolates of Escherichia coli and Klebsiella pneumoniae with resistance or reduced susceptibility to ciprofloxacin.
14613945	10.1093/jac/dkh017	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	SHV-34: an extended-spectrum beta-lactamase encoded by an epidemic plasmid.
14985634		Unclassified	abstract_only_no_fulltext_candidate	Japanese journal of infectious diseases	Preparation of a positive control DNA for molecular diagnosis of Bacillus anthracis.
15019728	10.1016/S0378-1097(04)00012-6	OUP	abstract_only_with_pdf_candidate	FEMS microbiology letters	TbtABM, a multidrug efflux pump associated with tributyltin resistance in Pseudomonas stutzeri.
15078520	10.1111/j.1365-2672.2004.02242.x	Wiley	abstract_only_with_pdf_candidate	Journal of applied microbiology	Analysis of gyrA mutations in quinolone-resistant and -susceptible Campylobacter jejuni isolates from retail poultry and human clinical isolates by non-radioactive single-strand conformation polymorphism analysis and DNA sequencing.
15095209	10.1086/382354	OUP	abstract_only_with_pdf_candidate	Clinical infectious diseases : an official publication of the Infectious Diseases Society of America	Nosocomial bacteremia and urinary tract infections caused by extended-spectrum beta -lactamase-producing Klebsiella pneumoniae with plasmids carrying both SHV-5 and TLA-1 genes.
15117923	10.1093/jac/dkh221	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	New aminoglycoside acetyltransferase gene, aac(3)-Id, in a class 1 integron from a multiresistant strain of Vibrio fluvialis isolated from an infant aged 6 months.
15135524	10.1016/j.femsle.2004.03.028	Wiley	abstract_only_with_pdf_candidate	FEMS microbiology letters	Novel GES/IBC extended-spectrum beta-lactamase variants with carbapenemase activity in clinical enterobacteria.
15190017	10.1093/jac/dkh321	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Detection of VIM-5 metallo-beta-lactamase in a Pseudomonas aeruginosa clinical isolate from Turkey.
15201232	10.1093/jac/dkh334	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	A novel extended-spectrum beta-lactamase CTX-M-23 with a P167T substitution in the active-site omega loop associated with ceftazidime resistance.
15231768	10.1093/jac/dkh347	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of a Salmonella enterica serovar Agona strain harbouring a class 1 integron containing novel OXA-type beta-lactamase (blaOXA-53) and 6'-N-aminoglycoside acetyltransferase genes [aac(6')-I30].
15231771	10.1093/jac/dkh353	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	High frequency transfer and horizontal spread of apramycin resistance in calf faecal Escherichia coli.
15251195	10.1016/j.femsle.2004.05.013	OUP	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterization of florfenicol resistance among calf pathogenic Escherichia coli.
15272191	10.1107/S0907444904011680	Unclassified	abstract_only_with_pdf_candidate	Acta crystallographica. Section D, Biological crystallography	C3 exoenzyme from Clostridium botulinum: structure of a tetragonal crystal form and a reassessment of NAD-induced flexure.
15282231	10.1093/jac/dkh368	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Novel gyrA and parC point mutations in two strains of Acinetobacter baumannii resistant to ciprofloxacin.
15282240	10.1093/jac/dkh395	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Frequency and diversity of Class A extended-spectrum beta-lactamases in hospitals of the Auvergne, France: a 2 year prospective study.
15308604	10.1093/jac/dkh391	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Enterococcus faecium N03-0072 carries a new VanD-type vancomycin resistance determinant: characterization of the VanD5 operon.
15383166	10.1089/mdr.2004.10.224	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Dissemination of transferable AmpC-type beta-lactamase (CMY-10) in a Korean hospital.
15451111	10.1016/j.femsle.2004.08.028	OUP	abstract_only_with_pdf_candidate	FEMS microbiology letters	Identification and molecular characterization of the gene encoding coli surface antigen 20 of enterotoxigenic Escherichia coli.
15471995	10.1093/jac/dkh457	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Nucleotide sequence and organization of the multiresistance plasmid pSCFS1 from Staphylococcus sciuri.
15472005	10.1093/jac/dkh440	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Outbreak of multi-resistant Klebsiella oxytoca involving strains with extended-spectrum beta-lactamases and strains with extended-spectrum activity of the chromosomal beta-lactamase.
15563518	10.1093/jac/dkh481	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Distribution and molecular analysis of mef(A)-containing elements in tetracycline-susceptible and -resistant Streptococcus pyogenes clinical isolates with efflux-mediated erythromycin resistance.
15616342	10.1128/AAC.49.1.474-475.2005	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Novel variant (bla(VIM-11)) of the metallo-{beta}-lactamase bla(VIM) family in a GES-1 extended-spectrum-{beta}-lactamase-producing Pseudomonas aeruginosa clinical isolate in Argentina.
15625322	10.1093/jb/mvh146	OUP	abstract_only_with_pdf_candidate	Journal of biochemistry	Overexpression and characterization of an aminoglycoside 6'-N-acetyltransferase with broad specificity from an epsilon-poly-L-lysine producer, Streptomyces albulus IFO14147.
15650379	10.1089/mdr.2004.10.334	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Prevalence of beta-lactamases among ampicillin-resistant Escherichia coli and Salmonella isolated from food animals in Denmark.
15673721	10.1128/AAC.49.2.479-487.2005	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Aminoglycoside resistance in Pseudomonas aeruginosa.
15722395	10.1093/jac/dki015	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Comparison of multidrug resistance gene regions between two geographically unrelated Salmonella serotypes.
15728946	10.1128/AAC.49.3.1265-1266.2005	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	Hybrid tet genes and tet gene nomenclature: request for opinion.
15731199	10.1093/jac/dki029	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of a Tn5382-like transposon containing the vanB2 gene cluster in a Clostridium strain isolated from human faeces.
15731203	10.1093/jac/dkh553	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Physical linkage of Tn3 and part of Tn1721 in a tetracycline and ampicillin resistance plasmid from Salmonella Typhimurium.
15736704		Unclassified	abstract_only_no_fulltext_candidate	The Veterinary record	Extended-spectrum beta-lactamase detected in E coli recovered from calves in Wales.
15743901	10.1093/jac/dkh556	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Description of In116, the first blaCTX-M-2-containing complex class 1 integron found in Morganella morganii isolates from Buenos Aires, Argentina.
15761062	10.1093/jac/dki081	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Class 1 integron-associated gene cassettes in Salmonella enterica subsp. enterica serovar Agona isolated from pig carcasses in Brazil.
15761066	10.1093/jac/dki073	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Characterization of a new integron containing bla(VIM-1) and aac(6')-IIc in an Enterobacter cloacae clinical isolate from Greece.
15761075	10.1093/jac/dki051	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Identification of Tet 39, a novel class of tetracycline resistance determinant in Acinetobacter spp. of environmental and clinical origin.
15772146	10.1093/jac/dki065	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Genetic and biochemical characterization of the chromosome-encoded class B beta-lactamases from Shewanella livingstonensis (SLB-1) and Shewanella frigidimarina (SFB-1).
15837373	10.1016/j.femsle.2005.02.034	OUP	abstract_only_with_pdf_candidate	FEMS microbiology letters	Update on acquired tetracycline resistance genes.
15837385	10.1016/j.femsle.2005.03.021	OUP	abstract_only_with_pdf_candidate	FEMS microbiology letters	Characterization of class 1 integrons-mediated antibiotic resistance among calf pathogenic Escherichia coli.
15849260	10.1093/jac/dki138	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	New aac(6')-I genes in Enterococcus hirae and Enterococcus durans: effect on {beta}-lactam/aminoglycoside synergy.
15857942	10.1093/jac/dki135	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Occurrence and molecular analysis of extended-spectrum {beta}-lactamase-producing Proteus mirabilis in Hong Kong, 1999-2002.
15910229	10.1089/mdr.2005.11.146	SAGE	abstract_only_with_pdf_candidate	Microbial drug resistance (Larchmont, N.Y.)	Analysis of the prevalence of tetracycline resistance genes in clinical isolates of Enterococcus faecalis and Enterococcus faecium in a Japanese hospital.
15914491	10.1093/jac/dki171	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Efflux-mediated antimicrobial resistance.
15941775	10.1093/jac/dki190	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	beta-Lactamases among extended-spectrum beta-lactamase (ESBL)-resistant Salmonella from poultry, poultry products and human patients in The Netherlands.
15980410	10.1128/AAC.49.7.3097-3098.2005	ASM	abstract_only_with_pdf_candidate	Antimicrobial agents and chemotherapy	One new LEN enzyme and two new OKP enzymes in Klebsiella pneumoniae clinical isolates and proposed nomenclature for chromosomal beta-lactamases of this species.
15984838	10.1021/ja051482n	ACS	abstract_only_with_pdf_candidate	Journal of the American Chemical Society	Probing the breadth of macrolide glycosyltransferases: in vitro remodeling of a polyketide antibiotic creates active bacterial uptake and enhances potency.
16020539	10.1093/jac/dki245	OUP	abstract_only_with_pdf_candidate	The Journal of antimicrobial chemotherapy	Emergence of plasmid-mediated resistance to quinolones in Enterobacteriaceae.
